Class(Ci),ni,pi/P,pi/ni,cp/P,mCi,rij/P,lRj
C1,693,0.7632126508531003,2.6464646464646466,0.7053682896379525,1,0.33458177278401996,"[1, 3, 4, 5, 6]"
C2,383,0.7107781939242613,4.45953002610966,0.49521431543903455,1,0.30628381190178944,[]
C3,335,0.6774864752392842,4.859701492537313,0.6525176862255514,1,0.30669995838535163,[]
C4,411,0.6783187682064087,3.965936739659367,0.6620890553474823,1,0.3200166458593425,[]
C5,356,0.7016229712858927,4.735955056179775,0.5472326258843113,1,0.3329171868497711,[]
C6,395,0.6999583853516438,4.258227848101265,0.694548481065335,2,0.33042030794839783,[]
C7,716,0.741156887224303,2.4874301675977653,0.7274240532667499,2,0.34873075322513525,[2]
C8,659,0.731585518102372,2.6676783004552354,0.11319184352892218,2,0.34373699542238867,[]
C9,118,0.1706200582605077,3.4745762711864407,0.14731585518102372,1,0.08156471077819392,[]
C10,138,0.1523096129837703,2.652173913043478,0.1489804411152726,1,0.07282563462338744,[]
C11,126,0.1797752808988764,3.4285714285714284,0.132334581772784,1,0.08281315022888057,[]
C12,636,0.758635039533916,2.8663522012578615,0.7519766957969205,1,0.3316687473990845,[]
