Class(Ci),ni,pi/P,pi/ni,cp/P,mCi,rij/P,lRj
C1,266,0.36253462603878117,3.93609022556391,0.32583102493074795,4,0.1824792243767313,"[1, 2]"
C2,364,0.6772853185595568,5.373626373626373,0.4948060941828255,4,0.27458448753462605,"[3, 4, 6]"
C3,279,0.6485457063711911,6.71326164874552,0.5526315789473685,4,0.2725069252077562,[]
C4,314,0.5945290858725761,5.468152866242038,0.5550554016620498,4,0.24826869806094182,[]
C5,287,0.639196675900277,6.43205574912892,0.4726454293628809,4,0.2565789473684211,[5]
C6,341,0.578601108033241,4.900293255131965,0.23407202216066483,4,0.20325484764542937,[]
C7,217,0.2631578947368421,3.5023041474654377,0.2614265927977839,5,0.11980609418282548,[]
C8,228,0.2974376731301939,3.767543859649123,0.06821329639889197,5,0.13088642659279778,[]
C9,69,0.1018005540166205,4.260869565217392,0.061634349030470915,4,0.036703601108033244,[]
C10,47,0.06267313019390582,3.851063829787234,0.05955678670360111,5,0.02077562326869806,[]
C11,85,0.1291551246537396,4.3882352941176475,0.10006925207756233,4,0.04293628808864266,[]
C12,253,0.3961218836565097,4.521739130434782,0.35491689750692523,4,0.19425207756232687,[]
