Class(Ci),ni,pi/P,pi/ni,cp/P,mCi,rij/P,lRj
C1,94,0.2036526533425224,6.287234042553192,0.19813921433494142,3,0.07994486560992418,[]
C2,215,0.5603032391454169,7.562790697674418,0.36560992419021365,4,0.13990351481736732,"[1, 5]"
C3,233,0.6102687801516196,7.600858369098712,0.4596829772570641,3,0.15058580289455548,"[2, 3, 4, 6]"
C4,201,0.4900068917987595,7.074626865671642,0.44038594073053067,4,0.12543073742246727,[]
C5,159,0.5079255685733977,9.270440251572326,0.32184700206753963,4,0.1416264645072364,[]
C6,235,0.45244658855961406,5.587234042553192,0.07305306685044796,4,0.11543762922122675,[]
C7,43,0.07546519641626465,5.093023255813954,0.0740868366643694,4,0.028945554789800137,[]
C8,62,0.11612680909717436,5.435483870967742,0.04445210199862164,4,0.04583046175051689,[]
C9,43,0.07891109579600275,5.325581395348837,0.043418332184700204,4,0.04066161268090972,[]
C10,24,0.04445210199862164,5.375,0.042729152308752585,5,0.022742935906271536,[]
C11,43,0.07960027567195038,5.372093023255814,0.05065472088215024,4,0.03824948311509304,[]
C12,109,0.2470709855272226,6.577981651376147,0.2005513439007581,3,0.07994486560992418,[]
