Class(Ci),ni,pi/P,pi/ni,cp/P,mCi,rij/P,lRj
C1,340,0.36932546806873556,4.235294117647059,0.3393177737881508,5,0.08899717876378559,[]
C2,382,0.5822005642472429,5.942408376963351,0.3859964093357271,4,0.14516542703257246,"[1, 2]"
C3,297,0.4996152859707617,6.558922558922559,0.39240830982303154,6,0.14413952295460375,[6]
C4,331,0.43472685303924086,5.120845921450151,0.40625801487560914,6,0.12310848935624519,[]
C5,358,0.523211079764042,5.698324022346369,0.37881508078994613,5,0.16311874839702487,[5]
C6,355,0.5498845857912286,6.03943661971831,0.3113618876635035,5,0.16004103616311874,"[3, 4]"
C7,307,0.3357271095152603,4.263843648208469,0.33059758912541676,5,0.11079764042062067,[]
C8,322,0.3975378302128751,4.813664596273292,0.11823544498589382,5,0.1436265709156194,[]
C9,124,0.15465503975378303,4.862903225806452,0.09899974352398051,5,0.061554244678122594,[]
C10,85,0.10130802769941011,4.647058823529412,0.09848679148499616,5,0.049756347781482434,[]
C11,125,0.15901513208515003,4.96,0.12490382149269043,5,0.062323672736599126,[]
C12,347,0.4260066683765068,4.786743515850144,0.3618876635034624,5,0.11669658886894076,[]
