Class(Ci),ni,pi/P,pi/ni,cp/P,mCi,rij/P,lRj
C1,11,0.0592,13.454545454545455,0.0592,6,0.038,[]
C2,31,0.2252,18.161290322580644,0.0356,1,0.0864,[1]
C3,40,0.2304,14.4,0.1384,1,0.064,"[3, 4]"
C4,32,0.1588,12.40625,0.14,1,0.0404,[]
C5,34,0.2388,17.558823529411764,0.0264,2,0.0512,[2]
C6,20,0.1528,19.1,0.0144,5,0.0532,[5]
C7,4,0.0144,9.0,0.0144,5,0.0072,[]
C8,11,0.048,10.909090909090908,0.0028,5,0.0272,[]
C9,3,0.0128,10.666666666666666,0.0068,5,0.008,[]
C10,2,0.0072,9.0,0.0072,5,0.0036,[]
C11,4,0.0192,12.0,0.0056,6,0.0092,[]
C12,12,0.1252,26.083333333333332,0.0592,6,0.07,[6]
