Class(Ci),ni,pi/P,pi/ni,cp/P,mCi,rij/P,lRj
C1,276,0.2955043859649123,3.9057971014492754,0.2722039473684211,1,0.07483552631578948,[]
C2,323,0.4673793859649123,5.2786377708978325,0.2987938596491228,1,0.12637061403508773,"[1, 6]"
C3,249,0.4018640350877193,5.887550200803213,0.31853070175438597,1,0.11869517543859649,[]
C4,248,0.34100877192982454,5.016129032258065,0.31661184210526316,1,0.09594298245614036,[]
C5,309,0.4621710526315789,5.456310679611651,0.3514254385964912,3,0.12664473684210525,[]
C6,326,0.6011513157894737,6.726993865030675,0.4139254385964912,3,0.16557017543859648,"[2, 3, 4]"
C7,348,0.43448464912280704,4.554597701149425,0.4251644736842105,2,0.12088815789473684,[]
C8,334,0.5054824561403509,5.520958083832335,0.16639254385964913,2,0.14967105263157895,[5]
C9,173,0.22615131578947367,4.76878612716763,0.14583333333333334,2,0.06770833333333333,[]
C10,130,0.15296052631578946,4.292307692307692,0.14364035087719298,2,0.046600877192982455,[]
C11,154,0.20942982456140352,4.961038961038961,0.15213815789473684,2,0.05838815789473684,[]
C12,280,0.3651315789473684,4.757142857142857,0.28399122807017546,1,0.08634868421052631,[]
