Class(Ci),ni,pi/P,pi/ni,cp/P,mCi,rij/P,lRj
C1,13,0.044551349090148504,16.384615384615383,0.044551349090148504,1,0.024471867810081573,[]
C2,40,0.18866345952729555,22.55,0.03869483371679565,1,0.08387366659694624,[1]
C3,74,0.25726835390085756,16.62162162162162,0.14641288433382138,1,0.07132399079690441,[]
C4,60,0.16063585024053545,12.8,0.14306630412047688,1,0.04015896256013386,[]
C5,78,0.2819493829742732,17.28205128205128,0.057310186153524366,3,0.061284250156870945,"[3, 4]"
C6,62,0.2953357038276511,22.774193548387096,0.028864254340096214,5,0.07341560343024472,"[2, 5, 6]"
C7,12,0.028864254340096214,11.5,0.028655093076762183,5,0.009621418113365405,[]
C8,21,0.060656766366868856,13.80952380952381,0.0029282576866764276,5,0.018406191173394686,[]
C9,6,0.01903367496339678,15.166666666666666,0.010248901903367497,5,0.012340514536707802,[]
C10,3,0.010876385693369588,17.333333333333332,0.010876385693369588,5,0.010876385693369588,[]
C11,7,0.0198703200167329,13.571428571428571,0.0025099351600083664,5,0.013177159590043924,[]
C12,20,0.07550721606358503,18.05,0.044551349090148504,1,0.025935996653419786,[]
