Class(Ci),ni,pi/P,pi/ni,cp/P,mCi,rij/P,lRj
C1,19,0.09036568213783404,13.526315789473685,0.08966244725738397,6,0.04113924050632911,[]
C2,40,0.27566807313642755,19.6,0.034458509142053444,4,0.1090014064697609,"[1, 2, 4]"
C3,46,0.2767229254571027,17.108695652173914,0.18037974683544303,4,0.08227848101265822,[]
C4,42,0.2049929676511955,13.880952380952381,0.18530239099859352,6,0.07383966244725738,[]
C5,48,0.29852320675105487,17.6875,0.035161744022503515,5,0.08368495077355836,"[3, 5, 6]"
C6,24,0.10935302390998594,12.958333333333334,0.016877637130801686,5,0.04676511954992968,[]
C7,5,0.017229254571026722,9.8,0.017229254571026722,5,0.010196905766526019,[]
C8,9,0.035161744022503515,11.11111111111111,0.0035161744022503515,5,0.017932489451476793,[]
C9,4,0.013713080168776372,9.75,0.0,6,0.007383966244725738,[]
C10,0,0.0,0.0,0.0,0,0.0,[]
C11,6,0.02180028129395218,10.333333333333334,0.006680731364275668,5,0.015471167369901548,[]
C12,20,0.1529535864978903,21.75,0.090014064697609,6,0.0580168776371308,[]
