Class(Ci),ni,pi/P,pi/ni,cp/P,mCi,rij/P,lRj
C1,1053,0.6447761194029851,2.4615384615384617,0.6054726368159205,1,0.1562189054726368,"[1, 6]"
C2,643,0.6072139303482587,3.7962674961119753,0.4246268656716418,1,0.1482587064676617,[]
C3,607,0.618905472636816,4.098846787479407,0.586318407960199,1,0.14054726368159204,[]
C4,695,0.6007462686567164,3.4748201438848922,0.5723880597014925,3,0.13756218905472636,[]
C5,538,0.6350746268656716,4.745353159851301,0.49651741293532337,3,0.13880597014925372,[]
C6,597,0.7639303482587064,5.144053601340033,0.7601990049751244,5,0.1609452736318408,[]
C7,1149,0.8097014925373134,2.83289817232376,0.7950248756218905,3,0.1691542288557214,"[2, 3, 4, 5]"
C8,1001,0.7987562189054727,3.207792207792208,0.15497512437810945,3,0.16791044776119404,[]
C9,192,0.20348258706467662,4.260416666666667,0.1791044776119403,5,0.0763681592039801,[]
C10,228,0.1845771144278607,3.254385964912281,0.18109452736318407,5,0.0691542288557214,[]
C11,204,0.19850746268656716,3.911764705882353,0.13905472636815921,5,0.07462686567164178,[]
C12,926,0.6340796019900498,2.7526997840172784,0.6318407960199005,1,0.154726368159204,[]
