Class(Ci),ni,pi/P,pi/ni,cp/P,mCi,rij/P,lRj
C1,30,0.1072,8.933333333333334,0.1064,6,0.054,[]
C2,65,0.3128,12.03076923076923,0.1036,1,0.1016,[]
C3,89,0.368,10.337078651685394,0.252,1,0.1112,"[1, 3, 4]"
C4,72,0.2688,9.333333333333334,0.2424,4,0.058,[]
C5,68,0.3316,12.191176470588236,0.08,2,0.0664,[2]
C6,49,0.23,11.73469387755102,0.0436,5,0.0764,[5]
C7,15,0.0436,7.266666666666667,0.0436,5,0.018,[]
C8,25,0.0856,8.56,0.0132,5,0.0388,[]
C9,15,0.0464,7.733333333333333,0.0268,5,0.0232,[]
C10,9,0.0272,7.555555555555555,0.0256,5,0.0152,[]
C11,20,0.0628,7.85,0.0224,5,0.0264,[]
C12,28,0.1676,14.964285714285714,0.1064,6,0.076,[6]
