Class(Ci),ni,pi/P,pi/ni,cp/P,mCi,rij/P,lRj
C1,14,0.04987468671679198,14.214285714285714,0.04987468671679198,5,0.02330827067669173,[]
C2,34,0.22130325814536342,25.970588235294116,0.030576441102756893,6,0.06791979949874687,"[4, 6]"
C3,37,0.18095238095238095,19.513513513513512,0.07318295739348371,1,0.05363408521303258,"[1, 2]"
C4,31,0.08847117794486216,11.387096774193548,0.07719298245614035,1,0.029072681704260653,[]
C5,37,0.19072681704260652,20.56756756756757,0.03634085213032581,1,0.04160401002506266,[3]
C6,34,0.2538847117794486,29.794117647058822,0.04461152882205514,5,0.07243107769423558,[5]
C7,16,0.04461152882205514,11.125,0.04461152882205514,5,0.019548872180451128,[]
C8,25,0.10751879699248121,17.16,0.0057644110275689225,5,0.04837092731829574,[]
C9,9,0.02631578947368421,11.666666666666666,0.012531328320802004,1,0.010776942355889725,[]
C10,5,0.012531328320802004,10.0,0.012280701754385965,1,0.010275689223057645,[]
C11,8,0.02330827067669173,11.625,0.006265664160401002,1,0.011528822055137845,[]
C12,25,0.09448621553884712,15.08,0.04987468671679198,5,0.03558897243107769,[]
