Class(Ci),ni,pi/P,pi/ni,cp/P,mCi,rij/P,lRj
C1,18,0.05722070844686648,10.5,0.0566151983045716,4,0.022706630336058128,[]
C2,42,0.23342415985467757,18.357142857142858,0.043596730245231606,4,0.07054193157735392,"[5, 6]"
C3,52,0.2249470178625492,14.288461538461538,0.13926733272782318,4,0.08174386920980926,[4]
C4,42,0.15501059642749015,12.19047619047619,0.14290039358159248,4,0.0602482591583409,[]
C5,53,0.25370874962155615,15.81132075471698,0.04389948531637905,4,0.06872540115046927,[1]
C6,45,0.26460793218286405,19.42222222222222,0.052982137450802304,3,0.06357856494096276,"[2, 3]"
C7,18,0.052982137450802304,9.722222222222221,0.052376627308507416,6,0.012715712988192553,[]
C8,27,0.09173478655767484,11.222222222222221,0.015137753557372086,4,0.02664244626097487,[]
C9,17,0.052982137450802304,10.294117647058824,0.022403875264910687,5,0.024220405691795337,[]
C10,8,0.023614895549500452,9.75,0.02300938540720557,5,0.018468059339993945,[]
C11,15,0.04783530124129579,10.533333333333333,0.014229488343929762,5,0.027247956403269755,[]
C12,28,0.10142294883439297,11.964285714285714,0.05570693309112928,4,0.03572509839539812,[]
