Class(Ci),ni,pi/P,pi/ni,cp/P,mCi,rij/P,lRj
C1,24,0.052078676799284754,9.708333333333334,0.052078676799284754,2,0.024586499776486366,[]
C2,46,0.21189092534644613,20.608695652173914,0.04403218596334377,2,0.0543138131426017,[5]
C3,72,0.25838176128743856,16.055555555555557,0.18886902101028163,1,0.09365221278497989,[]
C4,84,0.20920876173446581,11.142857142857142,0.1969155118462226,1,0.07420652659812249,[]
C5,114,0.3437639696021457,13.491228070175438,0.09074653553866786,1,0.10147518998658918,"[1, 4]"
C6,92,0.37438533750558783,18.206521739130434,0.0464908359409924,3,0.12114438980777828,"[2, 3, 6]"
C7,23,0.04716137684398748,9.173913043478262,0.04693786320965579,3,0.020786767992847562,[]
C8,30,0.06705409029950828,10.0,0.002682163611980331,3,0.025257040679481448,[]
C9,6,0.0116227089852481,8.666666666666666,0.0,5,0.004470272686633884,[]
C10,0,0.0,0.0,0.0,0,0.0,[]
C11,7,0.01274027715690657,8.142857142857142,0.004693786320965579,5,0.006705409029950827,[]
C12,31,0.07443004023245418,10.741935483870968,0.05163164953062137,2,0.030844881537773806,[]
