Class(Ci),ni,pi/P,pi/ni,cp/P,mCi,rij/P,lRj
C1,7,0.024322270078540664,13.714285714285714,0.024322270078540664,6,0.009880922219407144,[]
C2,30,0.14694704839118317,19.333333333333332,0.02457562705852546,1,0.05979224727641246,[1]
C3,46,0.22751456802634912,19.52173913043478,0.1236382062325817,4,0.0711933113757284,[4]
C4,40,0.1416265518115024,13.975,0.12946541677223208,4,0.05776539143653408,[]
C5,51,0.2346085634659235,18.15686274509804,0.027109196858373447,4,0.06359260197618444,"[3, 6]"
C6,38,0.24600962756523942,25.55263157894737,0.037243476057765394,5,0.06511274385609324,"[2, 5]"
C7,11,0.037243476057765394,13.363636363636363,0.03673676209779579,5,0.015961489739042312,[]
C8,19,0.08538130225487713,17.736842105263158,0.007347352419559159,5,0.03369647833797821,[]
C9,8,0.031162908538130224,15.375,0.011147707119331137,5,0.011907778059285534,[]
C10,5,0.01570813275905751,12.4,0.01570813275905751,5,0.009120851279452748,[]
C11,14,0.04205725867747656,11.857142857142858,0.009120851279452748,4,0.013174562959209527,[]
C12,14,0.06891309855586522,19.428571428571427,0.024322270078540664,6,0.020521915378768685,[]
