Class(Ci),ni,pi/P,pi/ni,cp/P,mCi,rij/P,lRj
C1,20,0.05944739045492604,10.65,0.058331007535584706,6,0.030700530281886688,[]
C2,30,0.14038515210717276,16.766666666666666,0.014792073681272676,6,0.06279653921295004,[6]
C3,32,0.13089589729277143,14.65625,0.08177504884175273,1,0.048841752721183365,[]
C4,25,0.08428691041027073,12.08,0.07479765559586939,1,0.039073402176946694,[]
C5,42,0.1599218531956461,13.642857142857142,0.038515210717276024,1,0.059726486184761375,[]
C6,57,0.3307284398548702,20.789473684210527,0.07647222997488139,3,0.08428691041027073,"[1, 2, 3, 4]"
C7,25,0.07647222997488139,10.96,0.07619313424504605,3,0.029863243092380688,[]
C8,38,0.1557354172481161,14.68421052631579,0.014512977951437344,3,0.042980742394641364,[]
C9,22,0.09210159084566007,15.0,0.050516327100195366,5,0.03125872174155735,[]
C10,20,0.057493720346078706,10.3,0.05554005023723137,5,0.020373988277979347,[]
C11,23,0.08121685738208205,12.652173913043478,0.017024839519955346,5,0.026793190064192018,[]
C12,28,0.11331286631314541,14.5,0.058331007535584706,6,0.04130616801562936,[5]
