Class(Ci),ni,pi/P,pi/ni,cp/P,mCi,rij/P,lRj
C1,52,0.10719131614654002,7.596153846153846,0.10610583446404342,1,0.04559023066485753,[]
C2,103,0.3020352781546811,10.805825242718447,0.10990502035278155,1,0.12510176390773406,[1]
C3,136,0.33921302578018997,9.191176470588236,0.2496607869742198,2,0.1044776119402985,[2]
C4,127,0.26241519674355496,7.6141732283464565,0.22686567164179106,2,0.06621438263229308,[]
C5,132,0.3728629579375848,10.409090909090908,0.17421981004070555,2,0.09525101763907734,"[3, 6]"
C6,133,0.42740841248303935,11.842105263157896,0.09090909090909091,1,0.08955223880597014,"[4, 5]"
C7,49,0.09145183175033922,6.877551020408164,0.0903663500678426,5,0.02876526458616011,[]
C8,61,0.13459972862957936,8.131147540983607,0.023880597014925373,5,0.04206241519674356,[]
C9,35,0.06621438263229308,6.9714285714285715,0.03907734056987788,1,0.022795115332428766,[]
C10,23,0.040434192672998644,6.478260869565218,0.037991858887381276,1,0.014925373134328358,[]
C11,33,0.06431478968792402,7.181818181818182,0.024151967435549523,1,0.025237449118046134,[]
C12,61,0.14979647218453188,9.049180327868852,0.10637720488466756,1,0.05943012211668928,[]
