Class(Ci),ni,pi/P,pi/ni,cp/P,mCi,rij/P,lRj
C1,8,0.031127313516545147,13.875,0.031127313516545147,6,0.01514301738642737,[]
C2,35,0.19012899607403252,19.37142857142857,0.04262478968031408,6,0.060852495793606284,[]
C3,54,0.2773415591699383,18.314814814814813,0.142456533931576,4,0.08496915311273136,"[1, 4]"
C4,43,0.15591699383062255,12.930232558139535,0.13544587773415592,6,0.04627033090297252,[]
C5,46,0.29725182277061135,23.043478260869566,0.03841839596186203,6,0.07543466068424004,"[2, 3, 6]"
C6,32,0.15591699383062255,17.375,0.015423443634324173,4,0.04767246214245653,[5]
C7,3,0.015423443634324173,18.333333333333332,0.015423443634324173,6,0.012899607403252944,[]
C8,13,0.04627033090297252,12.692307692307692,0.005608524957936063,6,0.02215367358384745,[]
C9,7,0.02495793606281548,12.714285714285714,0.012899607403252944,6,0.014582164890633763,[]
C10,5,0.01430173864273696,10.2,0.01430173864273696,6,0.0089736399326977,[]
C11,6,0.020190689848569827,12.0,0.005047672462142457,6,0.011777902411665733,[]
C12,16,0.06758272574312955,15.0625,0.031127313516545147,5,0.02495793606281548,[]
