Class(Ci),ni,pi/P,pi/ni,cp/P,mCi,rij/P,lRj
C1,990,0.805004874878128,2.502020202020202,0.7406564835879103,4,0.317192070198245,"[2, 4, 6]"
C2,533,0.7471563210919727,4.313320825515947,0.5684107897302567,4,0.2889177770555736,[]
C3,437,0.745206369840754,5.247139588100686,0.7201819954501137,4,0.3015924601884953,[]
C4,546,0.7448813779655509,4.197802197802198,0.7276568085797855,4,0.31101722456938574,[]
C5,473,0.7539811504712383,4.9048625792811835,0.5859603509912252,4,0.31069223269418267,[]
C6,522,0.7117322066948326,4.195402298850575,0.7078323041923952,4,0.254793630159246,[]
C7,960,0.7549561260968476,2.419791666666667,0.7448813779655509,4,0.27494312642183943,[5]
C8,909,0.7491062723431914,2.5357535753575355,0.09002274943126422,4,0.2726681832954176,[3]
C9,135,0.14397140071498213,3.2814814814814817,0.12544686382840428,4,0.050698732531686705,[]
C10,148,0.12772180695482613,2.6554054054054053,0.12479688007799805,4,0.04387390315242119,[]
C11,132,0.151771205719857,3.537878787878788,0.10984725381865454,4,0.05264868378290543,[]
C12,923,0.7998050048748782,2.666305525460455,0.7946051348716282,4,0.31589210269743256,[1]
