Class(Ci),ni,pi/P,pi/ni,cp/P,mCi,rij/P,lRj
C1,18,0.04585761337724854,10.055555555555555,0.04408411451735495,6,0.015454775779072713,[]
C2,54,0.1948315176083101,14.24074074074074,0.05269825183683811,1,0.06637952875601723,[1]
C3,90,0.3139092982011654,13.766666666666667,0.22624778312642513,4,0.0876615150747403,[6]
C4,94,0.2487965543450722,10.446808510638299,0.21712693184697238,4,0.08056751963516595,[]
C5,91,0.3136559412211806,13.604395604395604,0.05447175069673169,4,0.09374208259437547,"[3, 4]"
C6,57,0.28299974664302,19.596491228070175,0.08310108943501393,5,0.07474030909551559,"[2, 5]"
C7,34,0.08360780339498353,9.705882352941176,0.08259437547504433,5,0.04129718773752217,[]
C8,41,0.12971877375221688,12.487804878048781,0.010387636179376741,5,0.05269825183683811,[]
C9,14,0.042563972637446164,12.0,0.027109196858373447,6,0.013681276919179123,[]
C10,15,0.035216620217887004,9.266666666666667,0.03394983531796301,5,0.013427919939194325,[]
C11,21,0.05599189257664049,10.523809523809524,0.013934633899163922,5,0.015454775779072713,[]
C12,23,0.08690144413478591,14.91304347826087,0.043577400557385355,4,0.027362553838358245,[]
