Class(Ci),ni,pi/P,pi/ni,cp/P,mCi,rij/P,lRj
C1,87,0.17498549042367964,6.931034482758621,0.17237376668601276,6,0.060069645966337785,"[1, 2]"
C2,268,0.538595473012188,6.925373134328358,0.3650609402205456,4,0.1935577481137551,[6]
C3,244,0.587928032501451,8.30327868852459,0.4680789320951828,4,0.19442832269297736,[4]
C4,229,0.4947765525246663,7.445414847161572,0.4512478235635519,6,0.16424840394660475,[3]
C5,187,0.5322112594312246,9.807486631016042,0.3499709808473593,4,0.17527568195008705,[]
C6,284,0.4753337202553685,5.767605633802817,0.07806152060359837,5,0.19645966337782936,[5]
C7,50,0.0824143934997098,5.68,0.0812536273940801,5,0.045850261172373764,[]
C8,70,0.13000580383052815,6.4,0.049042367962855486,5,0.07254788160185723,[]
C9,52,0.08415554265815438,5.576923076923077,0.04352872896111434,5,0.041497388276262336,[]
C10,30,0.045850261172373764,5.266666666666667,0.04410911201392919,5,0.024376088218224026,[]
C11,55,0.08821822402785838,5.527272727272727,0.05281485780615206,5,0.03859547301218805,[]
C12,104,0.22344747533372025,7.403846153846154,0.1726639582124202,5,0.08009286128845038,[]
