Class(Ci),ni,pi/P,pi/ni,cp/P,mCi,rij/P,lRj
C1,203,0.20067322630761264,3.8177339901477834,0.18591403417918176,1,0.05282237182806836,[]
C2,257,0.3438632832729156,5.167315175097277,0.2439150699119627,4,0.07923355774210254,[]
C3,237,0.33557742102537547,5.468354430379747,0.26333505955463493,5,0.08467115484205075,[]
C4,215,0.2775763852925945,4.986046511627907,0.2519419989642672,5,0.07224236147074055,[]
C5,399,0.5178663904712584,5.012531328320802,0.4360435007767996,5,0.10124287933713103,[]
C6,308,0.719316416364578,9.019480519480519,0.5603314344899016,5,0.16053858104609012,"[1, 2, 3, 4, 5]"
C7,494,0.5854479544277577,4.576923076923077,0.5758674262040394,5,0.12169860176074573,[]
C8,481,0.647332988089073,5.197505197505198,0.14914552045572244,5,0.13542206110823407,[6]
C9,151,0.19419989642672192,4.966887417218543,0.11496633868461936,4,0.05825996892801657,[]
C10,107,0.12273433454168825,4.429906542056075,0.1170378042465044,4,0.038839979285344384,[]
C11,116,0.15406525116519937,5.129310344827586,0.11030554117037804,4,0.047125841532884516,[]
C12,242,0.26618332470222683,4.24793388429752,0.19549456240290006,4,0.06706369756602797,[]
