Class(Ci),ni,pi/P,pi/ni,cp/P,mCi,rij/P,lRj
C1,54,0.1321571238348868,7.351851851851852,0.12982689747003995,5,0.0525965379494008,[]
C2,117,0.3355525965379494,8.615384615384615,0.12416777629826897,4,0.08854860186418109,[]
C3,118,0.46038615179760317,11.720338983050848,0.3881491344873502,4,0.10119840213049268,"[1, 3, 6]"
C4,144,0.42809587217043943,8.930555555555555,0.3854860186418109,4,0.09121171770972038,[]
C5,132,0.48468708388814913,11.030303030303031,0.16278295605858856,4,0.12117177097203728,"[2, 4, 5]"
C6,123,0.3182423435419441,7.772357723577236,0.0559254327563249,4,0.08189081225033289,[]
C7,28,0.05792276964047936,6.214285714285714,0.05725699067909454,4,0.020972037283621837,[]
C8,40,0.09387483355525965,7.05,0.023968042609853527,4,0.032290279627163784,[]
C9,23,0.05059920106524634,6.608695652173913,0.023968042609853527,6,0.013981358189081226,[]
C10,12,0.02529960053262317,6.333333333333333,0.023968042609853527,6,0.010985352862849533,[]
C11,23,0.05559254327563249,7.260869565217392,0.02430093209054594,6,0.015312916111850865,[]
C12,57,0.1780958721704394,9.385964912280702,0.13082556591211716,5,0.06458055925432757,[]
