Class(Ci),ni,pi/P,pi/ni,cp/P,mCi,rij/P,lRj
C1,50,0.10067302299495233,7.18,0.09927089175546831,6,0.03785754346606843,[]
C2,130,0.3452047111609647,9.46923076923077,0.13712843522153673,4,0.12114413909141895,"[4, 5]"
C3,149,0.4357823892316321,10.429530201342281,0.33735277621985416,4,0.10600112170499158,[1]
C4,177,0.3740886146943354,7.536723163841808,0.32445316881660125,4,0.09282108805384184,[]
C5,135,0.44195176668536174,11.674074074074074,0.17807066741447,4,0.11721817162086372,"[3, 6]"
C6,160,0.36146943353897926,8.05625,0.056926528323051034,6,0.07851934941110487,[2]
C7,29,0.05860908581043186,7.206896551724138,0.05748738081884464,6,0.022714526079641053,[]
C8,39,0.09226023555804823,8.435897435897436,0.02047111609646663,6,0.030846887268648347,[]
C9,30,0.06393718452047112,7.6,0.034212002243409985,5,0.024397083567021874,[]
C10,17,0.03645541222658441,7.647058823529412,0.035614133482894,6,0.018227706113292205,[]
C11,28,0.05720695457094784,7.285714285714286,0.020190689848569827,5,0.02495793606281548,[]
C12,60,0.14133482893998878,8.4,0.09871003925967471,6,0.04991587212563096,[]
