Class(Ci),ni,pi/P,pi/ni,cp/P,mCi,rij/P,lRj
C1,84,0.13760964912280702,5.976190476190476,0.13322368421052633,1,0.03618421052631579,[]
C2,177,0.34731359649122806,7.15819209039548,0.20339912280701755,1,0.09457236842105263,[6]
C3,163,0.33114035087719296,7.411042944785276,0.24095394736842105,1,0.10224780701754387,[1]
C4,153,0.26288377192982454,6.26797385620915,0.23903508771929824,1,0.07593201754385964,[]
C5,218,0.3873355263157895,6.481651376146789,0.2538377192982456,3,0.11239035087719298,[]
C6,195,0.4934210526315789,9.23076923076923,0.2661732456140351,3,0.14665570175438597,"[2, 3, 4]"
C7,147,0.26918859649122806,6.680272108843537,0.26644736842105265,2,0.08196271929824561,[]
C8,157,0.3599232456140351,8.363057324840764,0.1074561403508772,2,0.10910087719298246,[5]
C9,111,0.17516447368421054,5.756756756756757,0.0912828947368421,2,0.05482456140350877,[]
C10,63,0.09786184210526316,5.666666666666667,0.09375,2,0.0381030701754386,[]
C11,90,0.15679824561403508,6.355555555555555,0.0918311403508772,2,0.047697368421052634,[]
C12,116,0.23026315789473684,7.241379310344827,0.13514254385964913,2,0.05455043859649123,[]
