Class(Ci),ni,pi/P,pi/ni,cp/P,mCi,rij/P,lRj
C1,17,0.04930332261521972,13.529411764705882,0.04930332261521972,4,0.02122186495176849,[]
C2,50,0.20535905680600214,19.16,0.044158628081457665,1,0.055091103965702035,[1]
C3,62,0.22936763129689175,17.258064516129032,0.11339764201500536,1,0.053804930332261525,[]
C4,50,0.12475884244372991,11.64,0.11318327974276528,4,0.026366559485530548,[]
C5,77,0.2542336548767417,15.402597402597403,0.06838156484458735,5,0.06859592711682744,"[2, 3]"
C6,73,0.2917470525187567,18.643835616438356,0.028938906752411574,5,0.0917470525187567,"[4, 5, 6]"
C7,14,0.02915326902465166,9.714285714285714,0.028938906752411574,4,0.012218649517684888,[]
C8,25,0.05937834941050375,11.08,0.007502679528403001,6,0.02465166130760986,[]
C9,12,0.031511254019292605,12.25,0.014362272240085745,5,0.010718113612004287,[]
C10,9,0.0180064308681672,9.333333333333334,0.016720257234726688,5,0.008360128617363344,[]
C11,11,0.02679528403001072,11.363636363636363,0.006645230439442658,5,0.012218649517684888,[]
C12,28,0.09389067524115756,15.642857142857142,0.04908896034297964,4,0.03429796355841372,[]
