Class(Ci),ni,pi/P,pi/ni,cp/P,mCi,rij/P,lRj
C1,40,0.10797665369649806,8.325,0.10603112840466926,6,0.03501945525291829,[]
C2,119,0.324254215304799,8.403361344537815,0.1219195849546044,4,0.11511024643320363,[]
C3,125,0.42477302204928663,10.48,0.33754863813229574,3,0.09241245136186771,"[1, 3]"
C4,144,0.36770428015564205,7.875,0.3103112840466926,3,0.0917639429312581,[]
C5,116,0.42217898832684825,11.224137931034482,0.1815823605706874,4,0.12321660181582361,[2]
C6,147,0.38229571984435795,8.020408163265307,0.07198443579766536,4,0.12354085603112841,"[4, 5]"
C7,36,0.07360570687418937,6.305555555555555,0.07328145265888457,5,0.0311284046692607,[]
C8,45,0.10505836575875487,7.2,0.023670557717250323,5,0.04734111543450065,[]
C9,32,0.07425421530479896,7.15625,0.03955901426718547,5,0.02821011673151751,[]
C10,17,0.04085603112840467,7.411764705882353,0.040207522697795074,5,0.01848249027237354,[]
C11,29,0.07133592736705577,7.586206896551724,0.030804150453955903,5,0.02594033722438392,[]
C12,61,0.17866407263294423,9.032786885245901,0.10732814526588845,6,0.0632295719844358,[6]
