Class(Ci),ni,pi/P,pi/ni,cp/P,mCi,rij/P,lRj
C1,75,0.15337224383916992,6.306666666666667,0.14980544747081712,4,0.05025940337224384,[]
C2,221,0.4565499351491569,6.3710407239819,0.2694552529182879,4,0.12808041504539558,"[1, 6]"
C3,202,0.5246433203631647,8.009900990099009,0.4406614785992218,4,0.13553826199740596,[3]
C4,235,0.48573281452658884,6.374468085106383,0.4254215304798962,4,0.12808041504539558,[]
C5,201,0.5324254215304799,8.16915422885572,0.33041504539559013,4,0.1601815823605707,"[2, 4]"
C6,239,0.501621271076524,6.472803347280335,0.11446173800259403,5,0.14364461738002593,[5]
C7,71,0.11900129701686121,5.169014084507042,0.11835278858625162,5,0.04571984435797665,[]
C8,95,0.16990920881971466,5.515789473684211,0.0648508430609598,5,0.06712062256809338,[]
C9,60,0.11057068741893644,5.683333333333334,0.05966277561608301,5,0.036640726329442284,[]
C10,34,0.062905317769131,5.705882352941177,0.05998702983138781,5,0.026264591439688716,[]
C11,66,0.11932555123216602,5.575757575757576,0.07944228274967574,5,0.03761348897535668,[]
C12,91,0.2175745784695201,7.373626373626373,0.1507782101167315,6,0.06971465629053178,[]
