Class(Ci),ni,pi/P,pi/ni,cp/P,mCi,rij/P,lRj
C1,50,0.16065974343310935,10.52,0.1594379963347587,3,0.13347587049480758,[6]
C2,63,0.37354917532070864,19.41269841269841,0.044899205864386074,3,0.1710445937690898,[3]
C3,65,0.3097128894318876,15.6,0.225717776420281,4,0.11820403176542456,"[1, 4]"
C4,61,0.2296884544899206,12.327868852459016,0.19242516799022602,4,0.1032376298106292,[]
C5,40,0.23762981062919974,19.45,0.021075137446548563,4,0.09987782529016494,[]
C6,22,0.15852168601099573,23.59090909090909,0.06811240073304826,2,0.0885766646304215,[2]
C7,19,0.06811240073304826,11.736842105263158,0.0678069639584606,2,0.036957849725106906,[]
C8,27,0.0901038485033598,10.925925925925926,0.00885766646304215,5,0.047037263286499695,[5]
C9,10,0.04581551618814905,15.0,0.030849114233353694,5,0.04367745876603543,[]
C10,12,0.033598045204642636,9.166666666666666,0.033598045204642636,5,0.033598045204642636,[]
C11,19,0.0516188149053146,8.894736842105264,0.0076359193646915085,5,0.0354306658521686,[]
C12,41,0.2135003054367746,17.048780487804876,0.15974343310934636,3,0.16127061698228468,[]
