Class(Ci),ni,pi/P,pi/ni,cp/P,mCi,rij/P,lRj
C1,24,0.12686853200459947,13.791666666666666,0.12610195477194328,3,0.08394020697585282,[6]
C2,35,0.40705251054043695,30.34285714285714,0.041395170563434266,2,0.21770793407435798,"[2, 3]"
C3,23,0.09735530854733615,11.043478260869565,0.036029129934840934,1,0.051360674587964734,[]
C4,11,0.036795707167497124,8.727272727272727,0.029896512073591414,1,0.027213491759294748,[]
C5,18,0.08777309313913377,12.722222222222221,0.03411268685320046,1,0.0693752395553852,[5]
C6,25,0.3767727098505174,39.32,0.15024913760061326,1,0.18436182445381372,[1]
C7,44,0.15216558068225375,9.022727272727273,0.15139900344959756,2,0.07052510540436949,[]
C8,46,0.17707934074357992,10.043478260869565,0.007282483710233806,2,0.07129168263702568,[4]
C9,4,0.015714833269451896,10.25,0.0026830203142966655,4,0.015714833269451896,[]
C10,1,0.0026830203142966655,7.0,0.0026830203142966655,4,0.0026830203142966655,[]
C11,2,0.005749329244921426,7.5,0.0011498658489842851,4,0.005366040628593331,[]
C12,31,0.1548486009965504,13.03225806451613,0.12686853200459947,3,0.0931391337677271,[]
