Class(Ci),ni,pi/P,pi/ni,cp/P,mCi,rij/P,lRj
C1,31,0.10603242094073877,12.870967741935484,0.1023119851182567,3,0.09274515014615999,[]
C2,37,0.3329790061121446,33.86486486486486,0.007972362476747276,3,0.10603242094073877,"[2, 5, 6]"
C3,12,0.11931969173531756,37.416666666666664,0.05819824608025512,1,0.05793250066436354,[]
C4,25,0.08689875099654532,13.08,0.08317831517406325,1,0.045973956949242625,[]
C5,34,0.22242891310124902,24.61764705882353,0.009301089556205155,4,0.11081583842678713,"[1, 4]"
C6,13,0.0781291522721233,22.615384615384617,0.025511559925591284,2,0.03507839489768801,[]
C7,7,0.025511559925591284,13.714285714285714,0.025511559925591284,2,0.017539197448844007,[]
C8,10,0.08344406058995482,31.4,0.0,5,0.0462397023651342,[]
C9,5,0.019665160775976614,14.8,0.019399415360085038,5,0.019665160775976614,[]
C10,5,0.019399415360085038,14.6,0.01727345203295243,5,0.019399415360085038,[]
C11,6,0.03773584905660377,23.666666666666668,0.0007972362476747276,5,0.03773584905660377,[]
C12,22,0.14934892373106565,25.545454545454547,0.10603242094073877,3,0.12144565506245017,[3]
