Class(Ci),ni,pi/P,pi/ni,cp/P,mCi,rij/P,lRj
C1,100,0.18399740848720442,5.68,0.17784256559766765,1,0.07936507936507936,[6]
C2,183,0.44541626174279236,7.5136612021857925,0.2831227729186913,1,0.24425008098477485,[]
C3,171,0.4146420472951085,7.485380116959064,0.3022351797862002,1,0.2468415937803693,"[1, 5]"
C4,154,0.33657272432782637,6.746753246753247,0.3103336572724328,1,0.210236475542598,[]
C5,187,0.452542921930677,7.470588235294118,0.26886945254292194,1,0.22772918691286037,[]
C6,152,0.40816326530612246,8.289473684210526,0.13637836086815677,2,0.16942014901198574,"[2, 4]"
C7,78,0.14188532555879493,5.615384615384615,0.14123744735989635,2,0.062196307094266275,[]
C8,96,0.17946226109491414,5.770833333333333,0.042759961127308066,2,0.07547781017168773,[]
C9,64,0.11240686750890833,5.421875,0.08390022675736962,3,0.04859086491739553,[]
C10,49,0.08519598315516683,5.36734693877551,0.07191448007774538,3,0.04729510851959832,[]
C11,82,0.1827016520894072,6.878048780487805,0.13670229996760608,3,0.09880142533203758,[]
C12,133,0.32491091674765143,7.541353383458647,0.18043407839326206,3,0.1111111111111111,[3]
