Class(Ci),ni,pi/P,pi/ni,cp/P,mCi,rij/P,lRj
C1,39,0.2048494983277592,12.564102564102564,0.2040133779264214,2,0.07483277591973245,[6]
C2,29,0.3047658862876254,25.137931034482758,0.003762541806020067,2,0.10576923076923077,"[2, 4]"
C3,10,0.07023411371237458,16.8,0.05936454849498328,5,0.03762541806020067,[]
C4,13,0.06479933110367893,11.923076923076923,0.058946488294314384,5,0.038461538461538464,[]
C5,18,0.1367056856187291,18.166666666666668,0.03260869565217391,5,0.056438127090301,[]
C6,25,0.32984949832775917,31.56,0.12123745819397994,2,0.09866220735785954,"[1, 5]"
C7,24,0.12249163879598662,12.208333333333334,0.12081939799331104,2,0.06312709030100334,[]
C8,25,0.14381270903010032,13.76,0.001254180602006689,2,0.07232441471571906,[]
C9,2,0.01254180602006689,15.0,0.003762541806020067,5,0.01254180602006689,[]
C10,1,0.00459866220735786,11.0,0.00459866220735786,5,0.00459866220735786,[]
C11,3,0.013377926421404682,10.666666666666666,0.002508361204013378,5,0.010033444816053512,[]
C12,42,0.3001672240802676,17.095238095238095,0.20275919732441472,3,0.11747491638795987,[3]
