Class(Ci),ni,pi/P,pi/ni,cp/P,mCi,rij/P,lRj
C1,64,0.209658873131468,8.546875,0.20620927558451513,2,0.10118819471061709,[6]
C2,50,0.43771559984668457,22.84,0.11115369873514756,2,0.22767343809888846,"[2, 3]"
C3,66,0.1858949789191261,7.348484848484849,0.05711000383288616,1,0.09543886546569567,[]
C4,22,0.05864315829819854,6.954545454545454,0.04906094288999617,1,0.04331161364507474,[]
C5,48,0.14871598313530088,8.083333333333334,0.0935224223840552,1,0.10962054426983518,[5]
C6,47,0.42238405519356076,23.4468085106383,0.23917209658873131,1,0.22039095438865466,[1]
C7,87,0.24262169413568416,7.275862068965517,0.24185511690302797,2,0.10693752395553852,[]
C8,91,0.2709850517439632,7.769230769230769,0.009965504024530471,2,0.1077041011881947,[4]
C9,5,0.01763127635109237,9.2,0.005366040628593331,4,0.015714833269451896,[]
C10,3,0.006899195093905711,6.0,0.006899195093905711,4,0.006899195093905711,[]
C11,13,0.027596780375622843,5.538461538461538,0.011115369873514757,2,0.013798390187811422,[]
C12,70,0.23457263319279417,8.742857142857142,0.2092755845151399,2,0.1080873898045228,[]
