Class(Ci),ni,pi/P,pi/ni,cp/P,mCi,rij/P,lRj
C1,71,0.27849264705882354,12.80281690140845,0.27818627450980393,3,0.09681372549019608,[]
C2,66,0.42769607843137253,21.151515151515152,0.04350490196078431,4,0.1253063725490196,"[5, 6]"
C3,82,0.30514705882352944,12.146341463414634,0.2643995098039216,4,0.12745098039215685,[]
C4,98,0.2956495098039216,9.846938775510203,0.24816176470588236,4,0.12959558823529413,[1]
C5,68,0.31433823529411764,15.088235294117647,0.06709558823529412,4,0.13082107843137256,[4]
C6,57,0.20618872549019607,11.807017543859649,0.051470588235294115,4,0.07506127450980392,[2]
C7,20,0.05238970588235294,8.55,0.052083333333333336,5,0.03952205882352941,[]
C8,24,0.06403186274509803,8.708333333333334,0.0009191176470588235,5,0.04656862745098039,[]
C9,10,0.03370098039215686,11.0,0.03125,5,0.03370098039215686,[]
C10,9,0.03125,11.333333333333334,0.028186274509803922,5,0.03125,[]
C11,14,0.051470588235294115,12.0,0.015012254901960785,5,0.03829656862745098,[]
C12,66,0.31433823529411764,15.545454545454545,0.2778799019607843,3,0.11121323529411764,[3]
