Class(Ci),ni,pi/P,pi/ni,cp/P,mCi,rij/P,lRj
C1,25,0.08545884827767553,13.0,0.08545884827767553,3,0.06337102287667631,[]
C2,39,0.3000262950302393,29.256410256410255,0.014988167236392323,3,0.14514856692085196,"[3, 6]"
C3,36,0.21824875098606364,23.055555555555557,0.19011306863002891,1,0.08940310281356824,[]
C4,45,0.21325269524059953,18.022222222222222,0.20667893768077833,1,0.0991322640021036,[]
C5,56,0.3697081251643439,25.107142857142858,0.05127530896660531,1,0.13094925059163817,"[1, 4]"
C6,39,0.19905337891138575,19.41025641025641,0.017617670260320798,5,0.07047068104128319,"[2, 5]"
C7,6,0.017617670260320798,11.166666666666666,0.017617670260320798,5,0.017617670260320798,[]
C8,9,0.036024191427820144,15.222222222222221,0.006310807257428346,5,0.03392058900867736,[]
C9,3,0.01288456481724954,16.333333333333332,0.0034183539311070208,5,0.01288456481724954,[]
C10,2,0.004470155140678412,8.5,0.004470155140678412,5,0.004470155140678412,[]
C11,2,0.00473310544307126,9.0,0.0,5,0.00473310544307126,[]
C12,16,0.12542729424138838,29.8125,0.08519589797528267,3,0.08493294767288982,[]
