Class(Ci),ni,pi/P,pi/ni,cp/P,mCi,rij/P,lRj
C1,74,0.28391959798994976,9.162162162162161,0.28015075376884424,3,0.09966499162479062,[6]
C2,154,0.5171691792294807,8.019480519480519,0.23408710217755443,4,0.14698492462311558,[4]
C3,92,0.3379396984924623,8.771739130434783,0.2403685092127303,5,0.1306532663316583,[]
C4,90,0.2692629815745394,7.144444444444445,0.2533500837520938,5,0.10804020100502512,[]
C5,153,0.41792294807370184,6.522875816993464,0.266750418760469,5,0.14154103852596314,[5]
C6,109,0.45603015075376885,9.990825688073395,0.24623115577889448,4,0.12311557788944724,"[1, 2]"
C7,94,0.254606365159129,6.468085106382978,0.25251256281407036,4,0.09212730318257957,[]
C8,102,0.2864321608040201,6.705882352941177,0.04020100502512563,4,0.10678391959798995,[]
C9,33,0.06825795644891122,4.9393939393939394,0.0330820770519263,4,0.029731993299832497,[]
C10,17,0.0330820770519263,4.647058823529412,0.031825795644891124,4,0.017587939698492462,[]
C11,58,0.11306532663316583,4.655172413793103,0.08710217755443886,2,0.048994974874371856,[]
C12,54,0.3257956448911223,14.407407407407407,0.28098827470686766,3,0.10552763819095477,[3]
