Class(Ci),ni,pi/P,pi/ni,cp/P,mCi,rij/P,lRj
C1,12,0.06302131603336422,11.333333333333334,0.06209453197405004,5,0.04031510658016682,[]
C2,21,0.31510658016682114,32.38095238095238,0.029657089898053754,5,0.12140871177015755,"[3, 5, 6]"
C3,48,0.2794253938832252,12.5625,0.20667284522706209,4,0.14967562557924002,[4]
C4,45,0.21269694161260427,10.2,0.1603336422613531,4,0.14967562557924002,[]
C5,25,0.26135310472659873,22.56,0.056070435588507876,4,0.1274328081556997,[1]
C6,28,0.23123262279888787,17.821428571428573,0.04494902687673772,2,0.07924003707136237,[2]
C7,10,0.04541241890639481,9.8,0.04541241890639481,2,0.033364226135310475,[]
C8,12,0.05792400370713624,10.416666666666666,0.006950880444856348,2,0.03707136237256719,[]
C9,4,0.033364226135310475,18.0,0.021316033364226137,5,0.029657089898053754,[]
C10,6,0.026876737720111215,9.666666666666666,0.026876737720111215,5,0.026876737720111215,[]
C11,7,0.030583873957367932,9.428571428571429,0.0018535681186283596,5,0.030583873957367932,[]
C12,13,0.08063021316033364,13.384615384615385,0.06302131603336422,5,0.057460611677479144,[]
