Class(Ci),ni,pi/P,pi/ni,cp/P,mCi,rij/P,lRj
C1,64,0.1576130586031576,9.203125,0.1568102756221568,6,0.0751940058870752,[]
C2,66,0.3417179555793417,19.348484848484848,0.05351886540005352,4,0.09044688252609044,"[5, 6]"
C3,92,0.3682097939523682,14.956521739130435,0.3261974846133262,4,0.15145838908215145,[]
C4,133,0.3757024351083757,10.556390977443609,0.33904201230933906,4,0.15172598340915172,"[1, 4]"
C5,112,0.39336366069039336,13.125,0.062349478191062346,4,0.13861386138613863,[2]
C6,56,0.1659084827401659,11.071428571428571,0.03773080010703773,2,0.05967353492105967,[]
C7,18,0.03826598876103827,7.944444444444445,0.03826598876103827,5,0.03425207385603425,[]
C8,20,0.04308268664704308,8.05,0.0018731602890018732,5,0.03773080010703773,[]
C9,6,0.03398447952903398,21.166666666666668,0.030505753278030505,5,0.03398447952903398,[]
C10,6,0.03157613058603158,19.666666666666668,0.03130853625903131,5,0.03157613058603158,[]
C11,14,0.048166978860048164,12.857142857142858,0.014450093658014451,5,0.03612523414503613,[]
C12,70,0.25394701632325395,13.557142857142857,0.15734546427615734,3,0.10168584426010169,[3]
