Class(Ci),ni,pi/P,pi/ni,cp/P,mCi,rij/P,lRj
C1,60,0.14278201419931633,9.05,0.14225611359453064,3,0.10360241914278201,[6]
C2,50,0.3689192742571654,28.06,0.023665527215356297,3,0.1635550880883513,"[2, 3]"
C3,37,0.17039179595056533,17.513513513513512,0.11859058637917434,1,0.10386536944517487,[]
C4,41,0.1354194057323166,12.560975609756097,0.12674204575335263,1,0.09781751249013937,[]
C5,52,0.2813568235603471,20.576923076923077,0.06310807257428346,1,0.13936366026820932,"[1, 4]"
C6,66,0.20904549040231396,12.045454545454545,0.06284512227189061,2,0.08966605311596108,[]
C7,23,0.06284512227189061,10.391304347826088,0.06284512227189061,2,0.04102024717328425,[]
C8,21,0.08256639495135419,14.952380952380953,0.0036813042334998686,2,0.053378911385748094,[]
C9,7,0.04338679989481988,23.571428571428573,0.03576124112542729,5,0.03996844596371286,[]
C10,16,0.044964501709176964,10.6875,0.044964501709176964,5,0.04207204838285564,[]
C11,19,0.05259006047856955,10.526315789473685,0.004207204838285564,5,0.04233499868524849,[5]
C12,41,0.1630291874835656,15.121951219512194,0.14278201419931633,3,0.11990533789113858,[]
