Class(Ci),ni,pi/P,pi/ni,cp/P,mCi,rij/P,lRj
C1,97,0.29223928860145515,7.453608247422681,0.2865804365400162,3,0.10751818916734034,[6]
C2,103,0.49919159256265155,11.990291262135923,0.2841552142279709,2,0.18997574777687956,"[2, 3]"
C3,145,0.375909458367017,6.413793103448276,0.19401778496362165,2,0.1471301535974131,[]
C4,72,0.20937752627324172,7.194444444444445,0.18957154405820534,1,0.10064672594987874,[]
C5,155,0.4094583670169766,6.535483870967742,0.29587712206952305,1,0.1402586903799515,[1]
C6,107,0.47453516572352467,10.97196261682243,0.2502021018593371,2,0.16168148746968472,"[4, 5]"
C7,118,0.2550525464834276,5.3474576271186445,0.253839935327405,2,0.1232821341956346,[]
C8,118,0.2841552142279709,5.9576271186440675,0.036782538399353276,2,0.13540824575586097,[]
C9,25,0.05699272433306386,5.64,0.019401778496362168,5,0.02869846402586904,[]
C10,10,0.021422797089733225,5.3,0.020614389652384803,5,0.011721907841552142,[]
C11,22,0.04648342764753436,5.2272727272727275,0.025464834276475345,5,0.01576394502829426,[]
C12,105,0.3185125303152789,7.504761904761905,0.2906224737267583,2,0.1095392077607114,[]
