Class(Ci),ni,pi/P,pi/ni,cp/P,mCi,rij/P,lRj
C1,480,0.6205442698351858,3.372916666666667,0.5860482943656573,2,0.2606362591031046,[6]
C2,212,0.5914143349942507,7.278301886792453,0.40973553085473363,2,0.2476044461479494,[]
C3,472,0.6017631276351092,3.3262711864406778,0.5224223840551936,1,0.26906860866232274,[5]
C4,586,0.5492525871981602,2.445392491467577,0.5251054043694903,1,0.26676887696435414,[]
C5,494,0.6067458796473745,3.2044534412955468,0.3936374089689536,1,0.28171713300114987,[]
C6,215,0.5868148715983136,7.120930232558139,0.5810655423533921,1,0.2794174013031813,[4]
C7,472,0.6151782292065926,3.4004237288135593,0.6090456113453431,1,0.30126485243388273,[1]
C8,435,0.6105787658106554,3.6620689655172414,0.07474128018397853,1,0.30126485243388273,[]
C9,99,0.11766960521272518,3.101010101010101,0.10118819471061709,1,0.03334610962054427,[]
C10,111,0.10425450364124185,2.4504504504504503,0.10272134917592947,4,0.03219624377155998,[]
C11,107,0.12648524338827136,3.0841121495327104,0.08777309313913377,2,0.03487926408585665,[]
C12,456,0.620927558451514,3.5526315789473686,0.6163280950555768,2,0.2617861249520889,"[2, 3]"
