Class(Ci),ni,pi/P,pi/ni,cp/P,mCi,rij/P,lRj
C1,45,0.17499252168710738,13.0,0.17499252168710738,3,0.12982351181573437,[6]
C2,64,0.38917140293149866,20.328125,0.049655997606939874,3,0.1477714627580018,"[4, 5]"
C3,43,0.2090936284774155,16.25581395348837,0.09542327250972181,1,0.09213281483697278,[1]
C4,30,0.10349985043374214,11.533333333333333,0.08136404427161233,1,0.05354472031109782,[]
C5,27,0.2069997008674843,25.62962962962963,0.02452886628776548,4,0.08465450194436135,[]
C6,25,0.12922524678432545,17.28,0.027221058929105594,2,0.05474125037391565,[2]
C7,9,0.027221058929105594,10.11111111111111,0.026921926413401135,5,0.01226443314388274,[]
C8,9,0.029913251570445706,11.11111111111111,0.0023930601256356566,5,0.01226443314388274,[]
C9,6,0.020939276099311996,11.666666666666666,0.015554890816631767,5,0.015854023332336226,[]
C10,4,0.015554890816631767,13.0,0.015554890816631767,5,0.015554890816631767,[]
C11,5,0.02273407119353874,15.2,0.0020939276099311995,5,0.019742746036494167,[]
C12,31,0.22614418187256954,24.387096774193548,0.17499252168710738,3,0.15166018546215973,[3]
