Class(Ci),ni,pi/P,pi/ni,cp/P,mCi,rij/P,lRj
C1,86,0.20249695493300854,7.732558139534884,0.20006090133982948,3,0.10596833130328867,[6]
C2,108,0.31364190012180265,9.537037037037036,0.1431181485992692,3,0.10962241169305725,[]
C3,249,0.43148599269183924,5.690763052208835,0.3443970767356882,4,0.18635809987819732,[4]
C4,201,0.3517052375152253,5.746268656716418,0.25730816077953717,4,0.1720462850182704,[]
C5,127,0.40347137637028013,10.433070866141732,0.32429963459196104,4,0.13855054811205847,[]
C6,221,0.5176613885505481,7.6923076923076925,0.12911084043848964,4,0.17113276492082827,"[1, 2, 5]"
C7,80,0.13215590742996347,5.425,0.13185140073081608,1,0.044457978075517664,[]
C8,114,0.18574908647990257,5.350877192982456,0.05176613885505481,5,0.06760048721071864,[]
C9,48,0.09683313032886723,6.625,0.07643118148599269,3,0.04110840438489647,[]
C10,42,0.07947624847746651,6.214285714285714,0.07216808769792936,3,0.03806333739342266,[]
C11,75,0.1604750304506699,7.026666666666666,0.11510353227771011,3,0.10140073081607795,[]
C12,118,0.3227771010962241,8.983050847457626,0.20036540803897684,3,0.19884287454323996,[3]
