Class(Ci),ni,pi/P,pi/ni,cp/P,mCi,rij/P,lRj
C1,76,0.29723502304147464,10.18421052631579,0.2956989247311828,3,0.14285714285714285,[6]
C2,82,0.4358678955453149,13.841463414634147,0.09216589861751152,3,0.1424731182795699,[]
C3,94,0.33064516129032256,9.159574468085106,0.2745775729646697,1,0.14861751152073732,[4]
C4,87,0.2891705069124424,8.655172413793103,0.23963133640552994,1,0.14746543778801843,[]
C5,56,0.31643625192012287,14.714285714285714,0.1205837173579109,1,0.15284178187403993,[1]
C6,87,0.2887864823348694,8.64367816091954,0.05606758832565284,4,0.10675883256528418,[]
C7,15,0.057219662058371736,9.933333333333334,0.05683563748079877,5,0.02304147465437788,[]
C8,33,0.10291858678955453,8.121212121212121,0.02880184331797235,5,0.05222734254992319,[5]
C9,19,0.07027649769585254,9.631578947368421,0.051075268817204304,5,0.043394777265745005,[]
C10,21,0.05952380952380952,7.380952380952381,0.057987711213517666,5,0.04531490015360983,[]
C11,27,0.08026113671274962,7.7407407407407405,0.020353302611367127,5,0.04800307219662058,[]
C12,57,0.34485407066052226,15.75438596491228,0.29685099846390167,3,0.1478494623655914,"[2, 3]"
