Class(Ci),ni,pi/P,pi/ni,cp/P,mCi,rij/P,lRj
C1,51,0.2172096908939014,10.196078431372548,0.21637426900584794,1,0.09899749373433583,[6]
C2,54,0.373015873015873,16.537037037037038,0.05680868838763575,2,0.14912280701754385,[1]
C3,50,0.2121971595655806,10.16,0.14786967418546365,1,0.09189640768588136,[]
C4,37,0.15371762740183792,9.945945945945946,0.1336675020885547,1,0.0847953216374269,[]
C5,34,0.1846282372598162,13.0,0.050960735171261484,1,0.08939014202172096,[5]
C6,40,0.3216374269005848,19.25,0.0985797827903091,2,0.16416040100250626,"[2, 4]"
C7,33,0.10025062656641603,7.2727272727272725,0.10025062656641603,2,0.049707602339181284,[]
C8,37,0.12113617376775271,7.837837837837838,0.007936507936507936,2,0.05430242272347535,[]
C9,4,0.01670843776106934,10.0,0.004177109440267335,5,0.014202172096908938,[]
C10,2,0.005847953216374269,7.0,0.005847953216374269,5,0.005847953216374269,[]
C11,3,0.00960735171261487,7.666666666666667,0.0029239766081871343,5,0.007101086048454469,[]
C12,40,0.29615705931495406,17.725,0.2159565580618212,3,0.1336675020885547,[3]
