Class(Ci),ni,pi/P,pi/ni,cp/P,mCi,rij/P,lRj
C1,38,0.12277438214190806,12.157894736842104,0.12064841881477545,3,0.1023119851182567,[]
C2,41,0.3425458410842413,31.4390243902439,0.007972362476747276,3,0.1155992559128355,"[2, 5, 6]"
C3,16,0.1288865267074143,30.3125,0.07414297103374967,1,0.060324209407387724,[]
C4,33,0.10603242094073877,12.090909090909092,0.09806005846399149,1,0.05793250066436354,[]
C5,38,0.23199574807334575,22.973684210526315,0.018336433696518734,4,0.11081583842678713,"[1, 4]"
C6,21,0.09726282221631677,17.428571428571427,0.027903268668615467,2,0.03640712197714589,[]
C7,8,0.027903268668615467,13.125,0.027903268668615467,2,0.01993090619186819,[]
C8,10,0.08344406058995482,31.4,0.0,5,0.0462397023651342,[]
C9,6,0.022056869519000797,13.833333333333334,0.019399415360085038,5,0.022056869519000797,[]
C10,5,0.019399415360085038,14.6,0.01727345203295243,5,0.019399415360085038,[]
C11,6,0.03773584905660377,23.666666666666668,0.0007972362476747276,5,0.03773584905660377,[]
C12,26,0.15891575870316238,23.0,0.12277438214190806,3,0.12383736380547436,[3]
