Class(Ci),ni,pi/P,pi/ni,cp/P,mCi,rij/P,lRj
C1,87,0.30300245098039214,11.367816091954023,0.3023897058823529,3,0.10324754901960784,[]
C2,100,0.4797794117647059,15.66,0.09099264705882353,4,0.15134803921568626,"[5, 6]"
C3,116,0.35723039215686275,10.051724137931034,0.3091299019607843,4,0.15073529411764705,[]
C4,126,0.3385416666666667,8.76984126984127,0.2935049019607843,4,0.15104166666666666,[1]
C5,94,0.3541666666666667,12.297872340425531,0.10998774509803921,4,0.15226715686274508,[4]
C6,86,0.2506127450980392,9.511627906976743,0.05974264705882353,4,0.09497549019607843,[2]
C7,26,0.06158088235294118,7.730769230769231,0.061274509803921566,5,0.04258578431372549,[]
C8,32,0.07628676470588236,7.78125,0.006433823529411764,5,0.05116421568627451,[]
C9,22,0.052083333333333336,7.7272727272727275,0.04044117647058824,5,0.03982843137254902,[]
C10,15,0.04044117647058824,8.8,0.033394607843137254,5,0.0389093137254902,[]
C11,16,0.0545343137254902,11.125,0.02542892156862745,5,0.03829656862745098,[]
C12,91,0.35263480392156865,12.648351648351648,0.3020833333333333,3,0.11611519607843138,[3]
