Class(Ci),ni,pi/P,pi/ni,cp/P,mCi,rij/P,lRj
C1,41,0.09410784926087862,11.024390243902438,0.09389964605454924,6,0.04039142202789923,[]
C2,64,0.17634811576098272,13.234375,0.036019154694982305,6,0.05309181761399125,[]
C3,32,0.11388715386216948,17.09375,0.06183635227982511,1,0.03935040599625234,[1]
C4,33,0.07328752862794087,10.666666666666666,0.06912346450135332,5,0.023526962315219654,[]
C5,61,0.1728086612533833,13.60655737704918,0.0647511971684364,4,0.04934415990006246,[]
C6,71,0.3449927128877785,23.338028169014084,0.08119925046845722,4,0.19758484280657923,[4]
C7,39,0.08140745367478659,10.025641025641026,0.08140745367478659,4,0.0462211118051218,[]
C8,47,0.15698521757235062,16.04255319148936,0.016864459712679577,4,0.061211742660836975,[]
C9,26,0.06308557151780138,11.653846153846153,0.034353529044347283,5,0.022485946283572766,[]
C10,19,0.03768478034561732,9.526315789473685,0.030189464917759732,5,0.016239850093691444,[]
C11,30,0.08307307932542161,13.3,0.03247970018738289,5,0.03039766812408911,[]
C12,42,0.26587549448261505,30.404761904761905,0.09369144284821987,6,0.07037268373932959,"[2, 3, 5, 6]"
