Class(Ci),ni,pi/P,pi/ni,cp/P,mCi,rij/P,lRj
C1,82,0.20958083832335328,12.804878048780488,0.2089820359281437,3,0.09461077844311377,[]
C2,107,0.3023952095808383,14.158878504672897,0.038522954091816365,3,0.10858283433133732,[]
C3,43,0.15429141716566866,17.976744186046513,0.124750499001996,1,0.07345309381237525,[]
C4,81,0.15429141716566866,9.54320987654321,0.14570858283433133,1,0.09041916167664671,[]
C5,135,0.2692614770459082,9.992592592592592,0.09141716566866268,1,0.14850299401197606,[1]
C6,78,0.30538922155688625,19.615384615384617,0.05588822355289421,4,0.13852295409181636,[4]
C7,34,0.05588822355289421,8.235294117647058,0.05568862275449102,6,0.02475049900199601,[]
C8,44,0.08862275449101796,10.090909090909092,0.01157684630738523,6,0.04031936127744511,[]
C9,33,0.06447105788423153,9.787878787878787,0.05249500998003992,6,0.030738522954091817,[]
C10,29,0.05389221556886228,9.310344827586206,0.04750499001996008,6,0.027345309381237526,[]
C11,39,0.0998003992015968,12.820512820512821,0.03772455089820359,6,0.048502994011976046,[6]
C12,85,0.33033932135728544,19.470588235294116,0.2091816367265469,3,0.11057884231536926,"[2, 3, 5]"
