Class(Ci),ni,pi/P,pi/ni,cp/P,mCi,rij/P,lRj
C1,223,0.3562303664921466,7.62780269058296,0.35287958115183243,3,0.14387434554973821,[]
C2,237,0.513717277486911,10.350210970464135,0.20146596858638743,3,0.15602094240837697,[1]
C3,286,0.3532984293193717,5.898601398601398,0.2201047120418848,2,0.10450261780104712,[2]
C4,194,0.23769633507853402,5.850515463917525,0.19643979057591623,2,0.08460732984293194,[]
C5,132,0.27015706806282724,9.772727272727273,0.1761256544502618,4,0.08481675392670157,[]
C6,188,0.2978010471204188,7.5638297872340425,0.0793717277486911,4,0.1225130890052356,[4]
C7,58,0.08104712041884816,6.672413793103448,0.08041884816753926,4,0.03664921465968586,[]
C8,60,0.11141361256544502,8.866666666666667,0.03539267015706806,4,0.043350785340314134,[]
C9,67,0.07476439790575916,5.3283582089552235,0.04397905759162304,5,0.023455497382198952,[]
C10,42,0.045445026178010474,5.166666666666667,0.0356020942408377,5,0.02073298429319372,[]
C11,159,0.19790575916230366,5.943396226415095,0.15916230366492146,5,0.058219895287958116,[]
C12,179,0.5003141361256545,13.346368715083798,0.35287958115183243,3,0.16900523560209424,"[3, 5, 6]"
