Class(Ci),ni,pi/P,pi/ni,cp/P,mCi,rij/P,lRj
C1,88,0.20905840286054828,9.965909090909092,0.20882002383790227,3,0.09153754469606674,[5]
C2,98,0.37544696066746125,16.071428571428573,0.05697258641239571,3,0.13087008343265794,[2]
C3,89,0.20238379022646008,9.539325842696629,0.1394517282479142,1,0.10607866507747318,[]
C4,79,0.14779499404052443,7.848101265822785,0.11442193087008343,1,0.0698450536352801,[]
C5,65,0.2531585220500596,16.338461538461537,0.10512514898688916,1,0.11060786650774732,"[1, 4]"
C6,105,0.25768772348033375,10.295238095238096,0.049344457687723484,1,0.09868891537544697,[]
C7,21,0.0498212157330155,9.952380952380953,0.04910607866507747,3,0.02932061978545888,[]
C8,33,0.08939213349225268,11.363636363636363,0.018116805721096543,3,0.05029797377830751,[6]
C9,26,0.06936829558998808,11.192307692307692,0.04839094159713945,3,0.047914183551847435,[]
C10,26,0.05506555423122765,8.884615384615385,0.049344457687723484,3,0.04362336114421931,[]
C11,30,0.07628128724672228,10.666666666666666,0.023837902264600714,3,0.05864123957091776,[]
C12,69,0.2827175208581645,17.18840579710145,0.20882002383790227,3,0.1368295589988081,[3]
