Class(Ci),ni,pi/P,pi/ni,cp/P,mCi,rij/P,lRj
C1,76,0.11001061195613725,8.18421052631579,0.10912628227803325,5,0.05040679165192784,[]
C2,121,0.20958613371064733,9.793388429752065,0.04934559603820304,5,0.06773965334276619,[]
C3,146,0.2633533781393704,10.198630136986301,0.24089140431552883,4,0.08631057658295012,[]
C4,158,0.25221082419526,9.025316455696203,0.2164839051998585,4,0.08418818535550053,[]
C5,156,0.33215422709586134,12.038461538461538,0.14821365405022993,1,0.14361513972408915,[1]
C6,158,0.35815351963211883,12.816455696202532,0.08171206225680934,1,0.14166961443226034,[4]
C7,52,0.08241952599929253,8.961538461538462,0.08206579412805094,4,0.025822426600636716,[]
C8,85,0.13724796604174036,9.129411764705882,0.0313052706048815,6,0.047753802617615845,[6]
C9,56,0.10735762292182525,10.839285714285714,0.08577997877608773,6,0.04580827732578705,[]
C10,65,0.09568447117085249,8.323076923076924,0.08507251503360452,6,0.04244782454899186,[]
C11,85,0.16961443226034667,11.282352941176471,0.08241952599929253,3,0.07923593915811815,[]
C12,105,0.2787407145383799,15.00952380952381,0.10965688008489564,3,0.11779271312345242,"[2, 3, 5]"
