Class(Ci),ni,pi/P,pi/ni,cp/P,mCi,rij/P,lRj
C1,118,0.18453810875737062,7.161016949152542,0.18191744922472156,3,0.0618038873116401,[2]
C2,170,0.3251801703428696,8.758823529411766,0.15833151343088012,3,0.1037344398340249,"[3, 5]"
C3,165,0.2572614107883817,7.13939393939394,0.17776807163136055,3,0.0681371478488753,[]
C4,136,0.1939288054160297,6.529411764705882,0.17230836427167504,3,0.050666084297881636,[]
C5,282,0.37890369076217517,6.152482269503546,0.2841231709980345,4,0.13343524787071412,[]
C6,182,0.5153963747543132,12.967032967032967,0.2871806071194584,4,0.2085608211399869,"[1, 4]"
C7,213,0.29045643153526973,6.244131455399061,0.2893644900633326,4,0.15658440707578075,[]
C8,238,0.35662808473465823,6.861344537815126,0.07097619567591178,4,0.1707796462109631,[]
C9,100,0.1384581786416248,6.34,0.09368857829220353,6,0.06726359467132562,[]
C10,72,0.09871150906311421,6.277777777777778,0.08517143481109413,6,0.05153963747543132,[]
C11,96,0.15134308801048263,7.21875,0.11312513649268399,6,0.054160297008080366,[]
C12,160,0.297881633544442,8.525,0.1834461672854335,5,0.08298755186721991,[6]
