Class(Ci),ni,pi/P,pi/ni,cp/P,mCi,rij/P,lRj
C1,118,0.1768403974852971,7.389830508474576,0.17623200162238897,3,0.060636787669843845,[]
C2,162,0.28412086797809777,8.648148148148149,0.06307037112147637,1,0.09754613668627053,[6]
C3,119,0.20624619752585682,8.546218487394958,0.15574934090448184,1,0.07949705941999595,[]
C4,131,0.17116203609815453,6.442748091603053,0.13709186777529914,1,0.06773473940377206,[]
C5,128,0.29101602109105656,11.2109375,0.1634556885013182,2,0.09835733117014804,[]
C6,173,0.38247819914824577,10.901734104046243,0.0665179476779558,2,0.12593794362198338,"[1, 2, 4]"
C7,37,0.06712634354086393,8.945945945945946,0.06692354491989455,1,0.030216994524437234,[]
C8,49,0.10545528290407626,10.612244897959183,0.01967146623402961,3,0.03609815453254918,[]
C9,57,0.09065098357331171,7.842105263157895,0.06935712837152708,3,0.038531737984181705,[]
C10,45,0.07057392009734334,7.733333333333333,0.057797606976272564,3,0.03528696004867167,[]
C11,48,0.12796592983167715,13.145833333333334,0.06692354491989455,3,0.06834313526668019,[]
C12,98,0.33096734942202394,16.653061224489797,0.17602920300141958,3,0.16142770229162443,"[3, 5]"
