Class(Ci),ni,pi/P,pi/ni,cp/P,mCi,rij/P,lRj
C1,25,0.10965266558966075,21.72,0.10965266558966075,1,0.038166397415185786,[]
C2,35,0.1714458804523425,24.257142857142856,0.012318255250403877,1,0.06462035541195477,[1]
C3,36,0.11550888529886914,15.88888888888889,0.07411147011308562,1,0.05048465266558966,[]
C4,31,0.08016962843295639,12.806451612903226,0.0630048465266559,4,0.0395799676898223,[]
C5,28,0.1797253634894992,31.785714285714285,0.01958804523424879,4,0.05492730210016155,[2]
C6,21,0.09289176090468497,21.904761904761905,0.01958804523424879,6,0.02806946688206785,[]
C7,8,0.01958804523424879,12.125,0.01938610662358643,6,0.011510500807754443,[]
C8,12,0.051696284329563816,21.333333333333332,0.0046445880452342485,6,0.029281098546042002,[]
C9,15,0.04624394184168013,15.266666666666667,0.035137318255250405,6,0.030492730210016156,[]
C10,14,0.036550888529886916,12.928571428571429,0.031098546042003232,6,0.02524232633279483,[]
C11,20,0.08441033925686592,20.9,0.01938610662358643,6,0.05573505654281099,[]
C12,38,0.39923263327948305,52.026315789473685,0.10945072697899838,6,0.10904684975767366,"[3, 4, 5, 6]"
