Class(Ci),ni,pi/P,pi/ni,cp/P,mCi,rij/P,lRj
C1,165,0.27277970011534025,8.6,0.2704728950403691,3,0.1114955786236063,[]
C2,282,0.47520184544405997,8.76595744680851,0.24106113033448673,3,0.12187620146097655,[]
C3,319,0.4148404459823145,6.764890282131661,0.3227604767397155,1,0.13321799307958476,[2]
C4,249,0.3344867358708189,6.9879518072289155,0.2904652056901192,1,0.13514033064206074,[]
C5,227,0.39926951172625913,9.14977973568282,0.28700499807766244,1,0.15436370626682044,[1]
C6,310,0.4263744713571703,7.15483870967742,0.10630526720492119,4,0.14225297962322184,[4]
C7,102,0.10918877354863514,5.568627450980392,0.10822760476739715,4,0.052479815455594,[]
C8,152,0.17493271818531334,5.9868421052631575,0.058631295655517106,4,0.058439061899269514,[]
C9,80,0.10592079969242599,6.8875,0.07247212610534409,6,0.06286043829296424,[6]
C10,70,0.07920030757400999,5.885714285714286,0.07112648981161092,6,0.04863514033064206,[]
C11,126,0.15378700499807765,6.349206349206349,0.10938100730488273,6,0.0461361014994233,[]
C12,190,0.3746635909265667,10.257894736842106,0.2698961937716263,3,0.13283352556708958,"[3, 5]"
