Class(Ci),ni,pi/P,pi/ni,cp/P,mCi,rij/P,lRj
C1,80,0.20457578646329838,13.4125,0.20457578646329838,6,0.05834127740705434,[]
C2,61,0.288465204957102,24.80327868852459,0.012774070543374642,5,0.07187797902764538,"[2, 6]"
C3,33,0.12526215443279315,19.90909090909091,0.08732125834127741,1,0.08026692087702574,[]
C4,41,0.10123927550047665,12.951219512195122,0.0888465204957102,1,0.07511916110581507,[]
C5,57,0.178836987607245,16.45614035087719,0.04918970448045758,1,0.09647283126787416,[1]
C6,57,0.274928503336511,25.29824561403509,0.03412774070543375,4,0.12278360343183985,[4]
C7,13,0.03412774070543375,13.76923076923077,0.033937082936129646,4,0.017159199237368923,[]
C8,19,0.07073403241182079,19.526315789473685,0.008579599618684462,6,0.03336510962821735,[]
C9,25,0.06062917063870353,12.72,0.04613918017159199,6,0.03088655862726406,[]
C10,22,0.04709246901811249,11.227272727272727,0.03698760724499523,6,0.021353670162059104,[]
C11,18,0.06920877025738799,20.166666666666668,0.012392755004766444,5,0.032793136320305054,[]
C12,68,0.2892278360343184,22.308823529411764,0.20457578646329838,5,0.09246901811248809,"[3, 5]"
