Class(Ci),ni,pi/P,pi/ni,cp/P,mCi,rij/P,lRj
C1,45,0.08259639193491333,10.377777777777778,0.08118146444994694,5,0.038910505836575876,[]
C2,75,0.16890696851786346,12.733333333333333,0.0309515387336399,5,0.05712769720551822,[]
C3,111,0.23240183940573045,11.837837837837839,0.20940926777502653,4,0.07782101167315175,[]
C4,125,0.2230279448178281,10.088,0.19419879731163778,4,0.07658295012380616,[]
C5,115,0.29589671029359743,14.547826086956523,0.08967102935974532,1,0.1280509373894588,[1]
C6,99,0.305978068623983,17.474747474747474,0.0636717368234878,1,0.12575168022638838,[4]
C7,31,0.0638486027591086,11.64516129032258,0.063494870887867,6,0.020339582596391934,[]
C8,49,0.10541209762999647,12.16326530612245,0.021400778210116732,6,0.04156349487088787,[]
C9,36,0.08967102935974532,14.083333333333334,0.06791651927838699,6,0.04262469048461266,[6]
C10,44,0.07711354793066855,9.909090909090908,0.07092324018394057,6,0.03749557835160948,[]
C11,66,0.1528121683763707,13.090909090909092,0.05624336752741422,3,0.07216130173328617,[]
C12,64,0.242483197736116,21.421875,0.08224266006367174,3,0.10364343827378847,"[2, 3, 5]"
