Class(Ci),ni,pi/P,pi/ni,cp/P,mCi,rij/P,lRj
C1,370,0.27478559176672385,4.3297297297297295,0.26312178387650087,3,0.07324185248713551,[]
C2,508,0.4159519725557461,4.7736220472440944,0.20120068610634648,4,0.10051457975986278,[]
C3,369,0.32864493996569466,5.1924119241192415,0.28936535162950255,4,0.11663807890222985,[]
C4,366,0.29914236706689534,4.7650273224043715,0.25368782161234993,4,0.10754716981132076,[]
C5,495,0.4842195540308748,5.703030303030303,0.40411663807890225,4,0.17753001715265868,[]
C6,412,0.6200686106346484,8.774271844660195,0.45849056603773586,4,0.20360205831903946,"[1, 2, 4, 5, 6]"
C7,726,0.4933104631217839,3.961432506887052,0.4867924528301887,4,0.16380789022298456,[]
C8,711,0.5481989708404803,4.495077355836849,0.12452830188679245,4,0.17289879931389365,[]
C9,202,0.1686106346483705,4.866336633663367,0.10909090909090909,3,0.04922813036020583,[]
C10,148,0.11492281303602059,4.527027027027027,0.1039451114922813,3,0.04202401372212693,[]
C11,245,0.21423670668953687,5.09795918367347,0.17461406518010292,3,0.07152658662092624,[]
C12,255,0.3283018867924528,7.5058823529411764,0.2617495711835334,3,0.09125214408233276,[3]
