Class(Ci),ni,pi/P,pi/ni,cp/P,mCi,rij/P,lRj
C1,60,0.13834788448623236,10.3,0.13834788448623236,6,0.04813073651220058,[]
C2,54,0.27468099395567497,22.72222222222222,0.03201253637788225,5,0.08663532572196105,[]
C3,43,0.17394224311618536,18.069767441860463,0.11506603984777256,4,0.04678755316767405,[]
C4,52,0.13633310946944258,11.711538461538462,0.1302887844190732,1,0.04925005596597269,[1]
C5,76,0.246026415939109,14.460526315789474,0.0577568838146407,4,0.0725319006044325,[2]
C6,61,0.19207521826729348,14.065573770491802,0.027535258562793822,4,0.09939556749496306,[4]
C7,13,0.02775912245354824,9.538461538461538,0.02775912245354824,4,0.018356839041862548,[]
C8,24,0.06133870606671144,11.416666666666666,0.010073875083948958,4,0.02910230579807477,[]
C9,11,0.03335571972240878,13.545454545454545,0.019028430714125813,3,0.014103425117528543,[]
C10,9,0.020819341840161182,10.333333333333334,0.019476158495634655,3,0.012984105663756436,[]
C11,12,0.041638683680322364,15.5,0.014998880680546228,3,0.02775912245354824,[]
C12,68,0.32281173046787554,21.205882352941178,0.13790015670472353,5,0.1166330870830535,"[3, 5, 6]"
