Class(Ci),ni,pi/P,pi/ni,cp/P,mCi,rij/P,lRj
C1,23,0.04528236914600551,11.434782608695652,0.04528236914600551,6,0.030647382920110194,[]
C2,43,0.10192837465564739,13.767441860465116,0.018078512396694214,6,0.05767906336088154,[]
C3,62,0.12982093663911845,12.161290322580646,0.09848484848484848,1,0.039600550964187325,[]
C4,61,0.10416666666666667,9.918032786885245,0.08143939393939394,1,0.03323002754820937,[]
C5,87,0.22710055096418733,15.160919540229886,0.09331955922865014,1,0.07489669421487603,[]
C6,91,0.3681129476584022,23.494505494505493,0.05699035812672176,4,0.15857438016528927,"[1, 2, 4]"
C7,31,0.05699035812672176,10.67741935483871,0.056818181818181816,6,0.030991735537190084,[]
C8,39,0.10554407713498623,15.717948717948717,0.016012396694214875,6,0.04338842975206612,[]
C9,24,0.05785123966942149,14.0,0.03305785123966942,6,0.019111570247933883,[]
C10,20,0.034263085399449035,9.95,0.029786501377410467,3,0.014462809917355372,[]
C11,34,0.09745179063360881,16.647058823529413,0.03856749311294766,5,0.032885674931129476,[]
C12,46,0.237431129476584,29.97826086956522,0.04528236914600551,6,0.07162534435261708,"[3, 5, 6]"
