Class(Ci),ni,pi/P,pi/ni,cp/P,mCi,rij/P,lRj
C1,95,0.17384433030422758,9.263157894736842,0.17305412880284474,3,0.10391149743184512,[]
C2,160,0.29790596602133546,9.425,0.07408139075464243,3,0.11201106282101936,[]
C3,86,0.18806795732911893,11.069767441860465,0.13986566574476492,1,0.08850256815487949,[1]
C4,109,0.1635717107862505,7.5963302752293576,0.1485578822599763,1,0.06835242986961675,[]
C5,140,0.3024496246542868,10.935714285714285,0.14026076649545635,2,0.1037139470564994,[]
C6,131,0.3619122876333465,13.98473282442748,0.07921770051363097,2,0.14480442512840774,"[2, 4]"
C7,55,0.07981035163966811,7.345454545454546,0.07941525088897669,3,0.018964836033188465,[]
C8,66,0.11813512445673646,9.06060606060606,0.024693796918214144,6,0.036349269063611224,[]
C9,47,0.08810746740418807,9.48936170212766,0.06558672461477677,6,0.03931252469379692,[6]
C10,39,0.06953773212169104,9.025641025641026,0.061240616357171075,6,0.032793362307388385,[]
C11,54,0.12248123271434215,11.481481481481481,0.05847491110233109,1,0.03812722244172264,[]
C12,82,0.30225207427894113,18.658536585365855,0.1726590280521533,3,0.1412485183721849,"[3, 5]"
