Class(Ci),ni,pi/P,pi/ni,cp/P,mCi,rij/P,lRj
C1,377,0.2916666666666667,4.196286472148541,0.28466076696165193,5,0.09328908554572271,[2]
C2,524,0.4551991150442478,4.711832061068702,0.23285398230088494,3,0.10766961651917405,[5]
C3,365,0.3567477876106195,5.301369863013699,0.3008849557522124,1,0.12444690265486726,[]
C4,335,0.3125,5.059701492537314,0.2689896755162242,1,0.125,[]
C5,445,0.48875368731563423,5.957303370786517,0.41261061946902655,1,0.18252212389380532,[]
C6,352,0.5735619469026548,8.838068181818182,0.40357669616519176,1,0.18805309734513273,"[1, 4, 6]"
C7,652,0.4430309734513274,3.6855828220858897,0.4375,1,0.1467551622418879,[]
C8,741,0.5383480825958702,3.9406207827260458,0.1415929203539823,4,0.15523598820058998,[3]
C9,206,0.2039085545722714,5.368932038834951,0.16795722713864306,6,0.06581858407079647,[]
C10,174,0.17164454277286137,5.350574712643678,0.1515486725663717,3,0.055678466076696166,[]
C11,209,0.23893805309734514,6.2009569377990434,0.2015117994100295,3,0.06268436578171091,[]
C12,308,0.37297197640117996,6.568181818181818,0.2767330383480826,3,0.10453539823008849,[]
