Class(Ci),ni,pi/P,pi/ni,cp/P,mCi,rij/P,lRj
C1,433,0.4258466329311016,5.053117782909931,0.41377968080965355,3,0.15258855585831063,[]
C2,482,0.5634488127676138,6.0062240663900415,0.2512650836901518,3,0.1570650058388478,"[3, 5]"
C3,517,0.45017516543402103,4.473887814313346,0.3643441027637213,4,0.13293110159595173,[2]
C4,466,0.3787465940054496,4.175965665236052,0.3026469443363176,4,0.12787076683534448,[]
C5,278,0.40910860256909304,7.561151079136691,0.30692876605683145,4,0.14499805371739977,[1]
C6,339,0.4713896457765668,7.144542772861357,0.31529778123783575,4,0.18567536006228105,[6]
C7,539,0.3639548462436746,3.4693877551020407,0.3604515375632542,4,0.16679641884001556,[]
C8,556,0.4110548851693266,3.7985611510791366,0.09166991047100038,4,0.18898404048267808,[4]
C9,149,0.13974309069676918,4.818791946308725,0.10023355391202803,4,0.055663682366679644,[]
C10,118,0.1047100038925652,4.559322033898305,0.09166991047100038,4,0.04301284546516154,[]
C11,222,0.2203191903464383,5.099099099099099,0.1872323861424679,4,0.059750875827170105,[]
C12,295,0.47177890229661346,8.216949152542373,0.4126119112495134,3,0.15414558193849748,[]
